问 句	标 准 答 案	学 生 答 案	得分
什 么 是 I P 地 址 ？	I P 地 址 的 定 义 如 下 ： 连 入 因 特 网 计 算 机 的 每 个 连 接 都 有 一 个 由 授 权 单 位 分 配 的 号 码 ， 采 取 层 次 结 构 ， 按 逻 辑 网 络 结 构 进 行 划 分 ， 由 网 络 号 、 主 机 号 两 部 分 组 成 。	连 入 万 维 网 实 体 的 每 个 连 接 都 有 一 个 由 授 权 单 位 分 配 的 号 码 ， 采 取 网 状 结 构 ， 按 物 理 网 络 结 构 进 行 划 分 ， 由 端 口 号 、 主 机 号 两 部 分 组 成 。	2.0
什 么 是 T C P 协 议 ？	T C P 协 议 的 定 义 如 下 ： 利 用 I P 层 提 供 的 不 可 靠 数 据 报 服 务 ， 在 将 数 据 从 一 端 发 送 到 另 一 端 时 ， 为 应 用 层 提 供 可 靠 的 数 据 传 输 服 务 。 T C P 是 一 个 端 到 端 的 传 输 协 议 ， 可 以 提 供 一 条 从 一 台 主 机 的 一 个 应 用 程 序 到 远 程 主 机 的 另 一 个 应 用 程 序 的 直 接 连 接 。	定 义 如 下 ： 利 用 I P 层 提 供 的 不 可 靠 数 据 报 服 务 ， 在 将 数 据 从 一 端 发 送 到 另 一 端 时 ， 为 应 用 层 提 供 可 靠 的 数 据 传 输 服 务 。 T C P 是 一 个 端 到 端 的 传 输 协 议 ， 可 以 提 供 一 条 从 一 台 主 机 的 一 个 应 用 程 序 到 远 程 主 机 的 另 一 个 应 用 程 序 的 直 接 连 接 。	10.0
什 么 是 T C P 协 议 ？	T C P 协 议 的 定 义 如 下 ： 利 用 I P 层 提 供 的 不 可 靠 数 据 报 服 务 ， 在 将 数 据 从 一 端 发 送 到 另 一 端 时 ， 为 应 用 层 提 供 可 靠 的 数 据 传 输 服 务 。 T C P 是 一 个 端 到 端 的 传 输 协 议 ， 可 以 提 供 一 条 从 一 台 主 机 的 一 个 应 用 程 序 到 远 程 主 机 的 另 一 个 应 用 程 序 的 直 接 连 接 。	一 个 点 到 多 点 的 传 输 协 议 ， 可 提 供 从 一 台 主 机 的 一 个 应 用 程 序 到 远 程 主 机 的 多 个 应 用 程 序 的 直 接 连 接 。 利 用 应 用 层 提 供 的 不 可 靠 数 据 报 服 务 ， 在 将 数 据 从 一 点 发 送 到 多 点 时 ， 为 I P 层 提 供 可 靠 的 数 据 传 输 服 务 。	0.0
什 么 是 U D P 协 议 ？	U D P 协 议 的 定 义 如 下 ： 传 输 层 经 常 使 用 的 一 个 协 议 ， 它 使 用 I P 在 机 器 之 间 传 送 报 文 ， 提 供 了 不 可 靠 的 无 连 接 传 输 服 务 。	定 义 如 下 ： 传 输 层 经 常 使 用 的 一 个 协 议 ， 它 使 用 I P 在 机 器 之 间 传 送 报 文 ， 提 供 了 不 可 靠 的 无 连 接 传 输 服 务 。	10.0
什 么 是 U D P 协 议 ？	U D P 协 议 的 定 义 如 下 ： 传 输 层 经 常 使 用 的 一 个 协 议 ， 它 使 用 I P 在 机 器 之 间 传 送 报 文 ， 提 供 了 不 可 靠 的 无 连 接 传 输 服 务 。	应 用 层 经 常 使 用 的 一 个 协 议 ， 它 使 用 I P 在 计 算 机 应 用 程 序 之 间 传 送 报 文 ， 提 供 了 可 靠 的 面 向 连 接 传 输 服 务 。	0.0
什 么 是 域 名 服 务 器 ？	域 名 服 务 器 的 定 义 如 下 ： 负 责 根 据 用 户 输 入 的 主 机 名 寻 找 一 个 与 主 机 名 相 对 应 的 I P 地 址 。 因 特 网 中 存 在 着 大 量 的 域 名 服 务 器 ， 每 台 域 名 服 务 器 保 存 着 它 所 管 辖 区 域 内 的 主 机 的 名 字 与 I P 地 址 的 对 照 表 。	定 义 如 下 ： 负 责 根 据 用 户 输 入 的 主 机 名 寻 找 一 个 与 主 机 名 相 对 应 的 I P 地 址 。 因 特 网 中 存 在 着 大 量 的 域 名 服 务 器 ， 每 台 域 名 服 务 器 保 存 着 它 所 管 辖 区 域 内 的 主 机 的 名 字 与 I P 地 址 的 对 照 表 。	10.0
什 么 是 域 名 服 务 器 ？	域 名 服 务 器 的 定 义 如 下 ： 负 责 根 据 用 户 输 入 的 主 机 名 寻 找 一 个 与 主 机 名 相 对 应 的 I P 地 址 。 因 特 网 中 存 在 着 大 量 的 域 名 服 务 器 ， 每 台 域 名 服 务 器 保 存 着 它 所 管 辖 区 域 内 的 主 机 的 名 字 与 I P 地 址 的 对 照 表 。	负 责 根 据 用 户 输 入 的 网 络 名 寻 找 一 个 与 网 络 名 相 对 应 的 I P 地 址 。 因 特 网 中 的 域 名 服 务 器 较 少 ， 每 台 域 名 服 务 器 保 存 着 它 所 管 辖 区 域 内 的 网 络 的 名 字 与 I P 地 址 的 对 照 表 。	0.0
什 么 是 超 链 接 ？	超 链 接 的 定 义 如 下 ： W W W 上 使 用 最 多 的 一 种 技 巧 ， 它 事 先 定 义 好 关 键 字 ， 只 要 用 鼠 标 点 击 该 段 文 字 ， 就 可 以 自 动 联 上 相 对 应 的 其 他 文 件 ， 实 现 不 同 网 页 间 的 跳 转 。	定 义 如 下 ： W W W 上 使 用 最 多 的 一 种 技 巧 ， 它 事 先 定 义 好 关 键 字 ， 只 要 用 鼠 标 点 击 该 段 文 字 ， 就 可 以 自 动 联 上 相 对 应 的 其 他 文 件 ， 实 现 不 同 网 页 间 的 跳 转 。	10.0
什 么 是 超 链 接 ？	超 链 接 的 定 义 如 下 ： W W W 上 使 用 最 多 的 一 种 技 巧 ， 它 事 先 定 义 好 关 键 字 ， 只 要 用 鼠 标 点 击 该 段 文 字 ， 就 可 以 自 动 联 上 相 对 应 的 其 他 文 件 ， 实 现 不 同 网 页 间 的 跳 转 。	因 特 网 中 广 泛 使 用 的 一 种 技 巧 ， 它 事 先 定 义 好 图 形 ， 只 要 用 鼠 标 点 击 该 段 图 形 ， 就 可 以 自 动 联 上 相 对 应 的 其 他 网 页 ， 实 现 不 同 文 件 间 的 跳 转 。	0.0
什 么 是 超 文 本 文 件 ？	超 文 本 文 件 的 定 义 如 下 ： 具 有 超 链 接 功 能 的 文 件 ， 它 可 以 将 文 件 中 已 经 定 义 好 的 关 键 字 经 过 鼠 标 的 点 击 ， 便 可 以 得 到 该 关 键 字 的 相 关 解 释 ， 这 种 方 法 使 用 户 更 感 舒 适 。	定 义 如 下 ： 具 有 超 链 接 功 能 的 文 件 ， 它 可 以 将 文 件 中 已 经 定 义 好 的 关 键 字 经 过 鼠 标 的 点 击 ， 便 可 以 得 到 该 关 键 字 的 相 关 解 释 ， 这 种 方 法 使 用 户 更 感 舒 适 。	10.0
什 么 是 超 文 本 文 件 ？	超 文 本 文 件 的 定 义 如 下 ： 具 有 超 链 接 功 能 的 文 件 ， 它 可 以 将 文 件 中 已 经 定 义 好 的 关 键 字 经 过 鼠 标 的 点 击 ， 便 可 以 得 到 该 关 键 字 的 相 关 解 释 ， 这 种 方 法 使 用 户 更 感 舒 适 。	具 有 超 链 接 功 能 的 文 件 ， 它 可 以 将 文 件 中 已 经 定 义 好 的 图 形 经 过 鼠 标 的 点 击 ， 便 可 以 得 到 该 图 形 的 相 关 解 释 ， 这 种 方 法 使 用 户 更 感 方 便 快 捷 。	2.5
什 么 是 超 媒 体 ？	超 媒 体 的 定 义 如 下 ： 一 种 包 含 文 字 、 影 像 、 图 片 、 动 画 、 声 音 的 文 件 。	定 义 如 下 ： 一 种 包 含 文 字 、 影 像 、 图 片 、 动 画 、 声 音 的 文 件 。	10.0
什 么 是 超 媒 体 ？	超 媒 体 的 定 义 如 下 ： 一 种 包 含 文 字 、 影 像 、 图 片 、 动 画 、 声 音 的 文 件 。	一 种 包 含 数 据 、 视 频 、 图 形 、 图 像 、 音 频 的 文 件 。	0.0
什 么 是 超 文 本 标 记 语 言 ？	超 文 本 标 记 语 言 的 定 义 如 下 ： 包 含 代 码 集 ， 用 于 控 制 W e b 浏 览 器 显 示 文 档 的 方 式 。	定 义 如 下 ： 包 含 代 码 集 ， 用 于 控 制 W e b 浏 览 器 显 示 文 档 的 方 式 。	10.0
什 么 是 超 文 本 标 记 语 言 ？	超 文 本 标 记 语 言 的 定 义 如 下 ： 包 含 代 码 集 ， 用 于 控 制 W e b 浏 览 器 显 示 文 档 的 方 式 。	包 含 指 令 集 ， 用 于 控 制 W e b 服 务 器 编 排 文 档 的 方 式 。	0.0
什 么 是 搜 索 引 擎 ？	搜 索 引 擎 的 定 义 如 下 ： 因 特 网 上 的 W W W 服 务 器 ， 它 的 主 要 任 务 是 在 因 特 网 中 主 动 搜 索 其 他 W W W 服 务 器 的 信 息 并 对 信 息 自 动 索 引 ， 将 索 引 内 容 存 储 在 可 供 查 询 的 大 型 数 据 库 中 。 用 户 可 以 利 用 搜 索 引 擎 提 供 的 分 类 目 录 和 查 询 功 能 查 找 所 需 要 的 信 息 。	定 义 如 下 ： 因 特 网 上 的 W W W 服 务 器 ， 它 的 主 要 任 务 是 在 因 特 网 中 主 动 搜 索 其 他 W W W 服 务 器 的 信 息 并 对 信 息 自 动 索 引 ， 将 索 引 内 容 存 储 在 可 供 查 询 的 大 型 数 据 库 中 。 用 户 可 以 利 用 搜 索 引 擎 提 供 的 分 类 目 录 和 查 询 功 能 查 找 所 需 要 的 信 息 。	10.0
什 么 是 搜 索 引 擎 ？	搜 索 引 擎 的 定 义 如 下 ： 因 特 网 上 的 W W W 服 务 器 ， 它 的 主 要 任 务 是 在 因 特 网 中 主 动 搜 索 其 他 W W W 服 务 器 的 信 息 并 对 信 息 自 动 索 引 ， 将 索 引 内 容 存 储 在 可 供 查 询 的 大 型 数 据 库 中 。 用 户 可 以 利 用 搜 索 引 擎 提 供 的 分 类 目 录 和 查 询 功 能 查 找 所 需 要 的 信 息 。	万 维 网 上 的 W W W 浏 览 器 ， 它 的 主 要 任 务 是 在 万 维 网 中 主 动 搜 索 其 他 W W W 浏 览 器 的 信 息 并 对 信 息 自 动 索 引 ， 将 索 引 内 容 存 储 在 可 供 查 询 的 共 享 信 息 库 中 。 用 户 可 以 利 用 搜 索 引 擎 提 供 的 文 件 目 录 和 超 链 接 功 能 查 找 所 需 要 的 信 息 。	0.0
什 么 是 配 置 管 理 ？	配 置 管 理 的 定 义 如 下 ： 配 置 管 理 是 掌 握 和 控 制 网 络 和 系 统 的 配 置 信 息 ， 以 及 网 络 内 设 备 的 状 态 和 连 接 关 系 。	定 义 如 下 ： 配 置 管 理 是 掌 握 和 控 制 网 络 和 系 统 的 配 置 信 息 ， 以 及 网 络 内 设 备 的 状 态 和 连 接 关 系 。	10.0
什 么 是 配 置 管 理 ？	配 置 管 理 的 定 义 如 下 ： 配 置 管 理 是 掌 握 和 控 制 网 络 和 系 统 的 配 置 信 息 ， 以 及 网 络 内 设 备 的 状 态 和 连 接 关 系 。	配 置 管 理 是 掌 握 和 控 制 网 络 和 系 统 的 状 态 和 连 接 关 系 ， 以 及 网 络 内 设 备 的 配 置 信 息 。	0.0
什 么 是 故 障 管 理 ？	故 障 管 理 的 定 义 如 下 ： 故 障 管 理 就 是 对 计 算 机 网 络 中 的 问 题 或 故 障 进 行 定 位 的 过 程 。 故 障 管 理 是 为 了 自 动 监 测 网 络 硬 件 和 软 件 中 的 故 障 并 通 知 用 户 ， 以 便 网 络 能 有 效 地 运 行 。 故 障 管 理 最 主 要 的 作 用 是 通 过 提 供 网 络 管 理 者 快 速 地 检 查 问 题 并 启 动 恢 复 过 程 的 工 具 ， 增 强 网 络 的 可 靠 性 。	定 义 如 下 ： 故 障 管 理 就 是 对 计 算 机 网 络 中 的 问 题 或 故 障 进 行 定 位 的 过 程 。 故 障 管 理 是 为 了 自 动 监 测 网 络 硬 件 和 软 件 中 的 故 障 并 通 知 用 户 ， 以 便 网 络 能 有 效 地 运 行 。 故 障 管 理 最 主 要 的 作 用 是 通 过 提 供 网 络 管 理 者 快 速 地 检 查 问 题 并 启 动 恢 复 过 程 的 工 具 ， 增 强 网 络 的 可 靠 性 。	10.0
什 么 是 故 障 管 理 ？	故 障 管 理 的 定 义 如 下 ： 故 障 管 理 就 是 对 计 算 机 网 络 中 的 问 题 或 故 障 进 行 定 位 的 过 程 。 故 障 管 理 是 为 了 自 动 监 测 网 络 硬 件 和 软 件 中 的 故 障 并 通 知 用 户 ， 以 便 网 络 能 有 效 地 运 行 。 故 障 管 理 最 主 要 的 作 用 是 通 过 提 供 网 络 管 理 者 快 速 地 检 查 问 题 并 启 动 恢 复 过 程 的 工 具 ， 增 强 网 络 的 可 靠 性 。	故 障 管 理 就 是 对 计 算 机 网 络 中 的 问 题 或 故 障 进 行 修 复 的 过 程 。 故 障 管 理 是 为 了 自 动 监 测 系 统 中 的 故 障 并 通 知 服 务 器 ， 以 便 网 络 能 正 常 稳 定 地 运 行 。 故 障 管 理 最 主 要 的 作 用 是 通 过 提 供 代 理 快 速 地 分 析 问 题 并 诊 断 排 错 过 程 的 工 具 ， 增 强 网 络 的 安 全 性 。	0.0
什 么 是 性 能 管 理 ？	性 能 管 理 的 定 义 如 下 ： 性 能 管 理 是 为 了 衡 量 和 呈 现 网 络 特 性 的 各 个 方 面 ， 使 网 络 的 性 能 维 持 在 一 个 可 以 接 受 的 水 平 上 。 性 能 管 理 包 括 监 视 和 调 整 两 大 功 能 。 性 能 管 理 的 最 大 作 用 在 于 帮 助 管 理 员 减 少 网 络 中 过 分 拥 挤 和 不 可 通 行 的 现 象 ， 为 用 户 提 供 稳 定 的 服 务 。	定 义 如 下 ： 性 能 管 理 是 为 了 衡 量 和 呈 现 网 络 特 性 的 各 个 方 面 ， 使 网 络 的 性 能 维 持 在 一 个 可 以 接 受 的 水 平 上 。 性 能 管 理 包 括 监 视 和 调 整 两 大 功 能 。 性 能 管 理 的 最 大 作 用 在 于 帮 助 管 理 员 减 少 网 络 中 过 分 拥 挤 和 不 可 通 行 的 现 象 ， 为 用 户 提 供 稳 定 的 服 务 。	10.0
什 么 是 性 能 管 理 ？	性 能 管 理 的 定 义 如 下 ： 性 能 管 理 是 为 了 衡 量 和 呈 现 网 络 特 性 的 各 个 方 面 ， 使 网 络 的 性 能 维 持 在 一 个 可 以 接 受 的 水 平 上 。 性 能 管 理 包 括 监 视 和 调 整 两 大 功 能 。 性 能 管 理 的 最 大 作 用 在 于 帮 助 管 理 员 减 少 网 络 中 过 分 拥 挤 和 不 可 通 行 的 现 象 ， 为 用 户 提 供 稳 定 的 服 务 。	性 能 管 理 是 为 了 衡 量 和 呈 现 网 络 状 态 的 各 个 方 面 ， 使 网 络 的 利 用 率 维 持 在 一 个 可 以 接 受 的 水 平 上 。 性 能 管 理 包 括 初 始 化 和 更 新 两 大 功 能 。 性 能 管 理 的 最 大 作 用 在 于 避 免 进 程 过 分 拥 挤 和 不 可 通 行 的 现 象 ， 为 用 户 提 供 高 效 可 靠 的 服 务 。	0.0
什 么 是 计 费 管 理 ？	计 费 管 理 的 定 义 如 下 ： 计 费 管 理 是 为 了 跟 踪 用 户 对 网 络 资 源 的 使 用 情 况 ， 对 其 收 取 合 理 的 费 用 。 计 费 管 理 的 主 要 作 用 是 使 网 络 管 理 者 能 测 量 和 报 告 基 于 用 户 的 计 费 信 息 ， 分 配 资 源 并 计 算 用 户 通 过 网 络 传 输 数 据 的 费 用 ， 然 后 给 用 户 开 出 帐 单 。	定 义 如 下 ： 计 费 管 理 是 为 了 跟 踪 用 户 对 网 络 资 源 的 使 用 情 况 ， 对 其 收 取 合 理 的 费 用 。 计 费 管 理 的 主 要 作 用 是 使 网 络 管 理 者 能 测 量 和 报 告 基 于 用 户 的 计 费 信 息 ， 分 配 资 源 并 计 算 用 户 通 过 网 络 传 输 数 据 的 费 用 ， 然 后 给 用 户 开 出 帐 单 。	10.0
什 么 是 计 费 管 理 ？	计 费 管 理 的 定 义 如 下 ： 计 费 管 理 是 为 了 跟 踪 用 户 对 网 络 资 源 的 使 用 情 况 ， 对 其 收 取 合 理 的 费 用 。 计 费 管 理 的 主 要 作 用 是 使 网 络 管 理 者 能 测 量 和 报 告 基 于 用 户 的 计 费 信 息 ， 分 配 资 源 并 计 算 用 户 通 过 网 络 传 输 数 据 的 费 用 ， 然 后 给 用 户 开 出 帐 单 。	计 费 管 理 是 为 了 跟 踪 部 门 单 位 对 网 络 资 源 的 使 用 情 况 ， 对 其 收 取 合 理 的 费 用 。 计 费 管 理 的 主 要 作 用 是 使 网 络 管 理 者 能 测 量 和 报 告 基 于 部 门 单 位 的 计 费 信 息 ， 分 配 资 源 并 计 算 部 门 单 位 通 过 网 络 传 输 数 据 的 费 用 ， 然 后 给 部 门 单 位 开 出 帐 单 。	2.0
什 么 是 安 全 管 理 ？	安 全 管 理 的 定 义 如 下 ： 安 全 管 理 是 为 了 按 照 一 定 的 策 略 控 制 对 网 络 资 源 的 访 问 ， 以 保 证 网 络 不 被 侵 害 ， 并 保 证 重 要 的 信 息 不 被 未 授 权 的 用 户 访 问 。 安 全 管 理 是 对 网 络 资 源 以 及 重 要 信 息 的 访 问 的 约 束 和 控 制 ， 包 括 验 证 用 户 的 访 问 权 限 和 优 先 级 。	定 义 如 下 ： 安 全 管 理 是 为 了 按 照 一 定 的 策 略 控 制 对 网 络 资 源 的 访 问 ， 以 保 证 网 络 不 被 侵 害 ， 并 保 证 重 要 的 信 息 不 被 未 授 权 的 用 户 访 问 。 安 全 管 理 是 对 网 络 资 源 以 及 重 要 信 息 的 访 问 的 约 束 和 控 制 ， 包 括 验 证 用 户 的 访 问 权 限 和 优 先 级 。	10.0
什 么 是 安 全 管 理 ？	安 全 管 理 的 定 义 如 下 ： 安 全 管 理 是 为 了 按 照 一 定 的 策 略 控 制 对 网 络 资 源 的 访 问 ， 以 保 证 网 络 不 被 侵 害 ， 并 保 证 重 要 的 信 息 不 被 未 授 权 的 用 户 访 问 。 安 全 管 理 是 对 网 络 资 源 以 及 重 要 信 息 的 访 问 的 约 束 和 控 制 ， 包 括 验 证 用 户 的 访 问 权 限 和 优 先 级 。	安 全 管 理 是 为 了 按 照 一 定 的 策 略 控 制 对 网 络 设 备 的 访 问 ， 以 保 证 网 络 不 被 未 授 权 的 用 户 访 问 ， 并 保 证 重 要 的 信 息 不 被 侵 害 。 安 全 管 理 是 对 网 络 设 备 的 访 问 的 约 束 和 控 制 ， 包 括 监 测 和 记 录 未 授 权 用 户 企 图 进 行 的 非 法 操 作 。	0.0
什 么 是 网 络 安 全 ？	网 络 安 全 的 定 义 如 下 ： 指 网 络 系 统 的 软 硬 件 受 到 保 护 ， 不 会 由 于 偶 然 的 原 因 而 遭 到 破 坏 、 更 改 ， 系 统 能 连 续 可 靠 地 运 行 ， 网 络 服 务 不 中 断 。	定 义 如 下 ： 指 网 络 系 统 的 软 硬 件 受 到 保 护 ， 不 会 由 于 偶 然 的 原 因 而 遭 到 破 坏 、 更 改 ， 系 统 能 连 续 可 靠 地 运 行 ， 网 络 服 务 不 中 断 。	10.0
什 么 是 网 络 安 全 ？	网 络 安 全 的 定 义 如 下 ： 指 网 络 系 统 的 软 硬 件 受 到 保 护 ， 不 会 由 于 偶 然 的 原 因 而 遭 到 破 坏 、 更 改 ， 系 统 能 连 续 可 靠 地 运 行 ， 网 络 服 务 不 中 断 。	指 网 络 系 统 中 的 数 据 受 到 保 护 ， 不 会 由 于 恶 意 的 原 因 而 遭 到 伪 造 、 泄 露 ， 系 统 能 正 常 高 速 地 运 行 ， 网 络 连 接 不 中 断 。	0.0
