问 句	标 准 答 案	学 生 答 案	得分
请 按 应 用 范 围 由 高 至 低 的 顺 序 依 次 写 出 有 源 光 纤 传 输 设 备 的 类 型 。	按 应 用 范 围 由 高 至 低 的 顺 序 ， 有 源 光 纤 传 输 设 备 的 类 型 依 次 为 ： 光 电 转 换 设 备 、 有 源 光 电 器 件 、 光 纤 。	分 别 是 ： 有 源 光 电 器 件 、 光 电 转 换 设 备 、 交 换 局 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 采 用 有 源 光 节 点 的 缺 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 采 用 有 源 光 节 点 的 缺 点 依 次 为 ： 初 期 投 资 较 大 ， 存 在 电 磁 信 号 干 扰 、 雷 击 、 维 护 问 题 。	采 用 有 源 光 节 点 的 缺 点 依 次 为 ： 初 期 投 资 较 大 ， 存 在 电 磁 信 号 干 扰 、 雷 击 、 维 护 问 题 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 采 用 有 源 光 节 点 的 缺 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 采 用 有 源 光 节 点 的 缺 点 依 次 为 ： 初 期 投 资 较 大 ， 存 在 电 磁 信 号 干 扰 、 雷 击 、 维 护 问 题 。	分 别 是 ： 成 本 较 高 ， 存 在 微 波 信 号 干 扰 、 时 延 、 管 理 问 题 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 P O N 的 优 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， P O N 的 优 点 依 次 为 ： 初 期 投 资 少 、 维 护 简 单 、 易 于 扩 展 、 结 构 灵 活 。	P O N 的 优 点 依 次 为 ： 初 期 投 资 少 、 维 护 简 单 、 易 于 扩 展 、 结 构 灵 活 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 P O N 的 优 点 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， P O N 的 优 点 依 次 为 ： 初 期 投 资 少 、 维 护 简 单 、 易 于 扩 展 、 结 构 灵 活 。	分 别 是 ： 成 本 较 低 、 实 现 简 单 、 易 于 安 装 、 性 能 较 高 。	0.0
请 按 覆 盖 范 围 由 小 至 大 的 顺 序 依 次 写 出 光 纤 接 入 方 式 的 类 型 。	按 覆 盖 范 围 由 小 至 大 的 顺 序 ， 光 纤 接 入 方 式 的 类 型 依 次 为 ： 光 纤 到 路 边 、 光 纤 到 大 楼 、 光 纤 到 办 公 室 、 光 纤 到 楼 层 、 光 纤 到 小 区 。	光 纤 接 入 方 式 的 类 型 依 次 为 ： 光 纤 到 路 边 、 光 纤 到 大 楼 、 光 纤 到 办 公 室 、 光 纤 到 楼 层 、 光 纤 到 小 区 。	10.0
请 按 覆 盖 范 围 由 小 至 大 的 顺 序 依 次 写 出 光 纤 接 入 方 式 的 类 型 。	按 覆 盖 范 围 由 小 至 大 的 顺 序 ， 光 纤 接 入 方 式 的 类 型 依 次 为 ： 光 纤 到 路 边 、 光 纤 到 大 楼 、 光 纤 到 办 公 室 、 光 纤 到 楼 层 、 光 纤 到 小 区 。	分 别 是 ： 光 纤 到 户 、 光 纤 到 大 楼 、 光 纤 到 楼 层 、 光 纤 到 小 区 、 光 纤 到 办 公 室 。	2.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F T T C 结 构 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F T T C 结 构 的 特 性 依 次 为 ： F T T C 结 构 主 要 适 用 于 点 到 点 或 点 到 多 点 的 树 型 分 支 拓 扑 ， 多 为 居 民 住 宅 用 户 和 小 型 企 事 业 用 户 使 用 ， 是 一 种 光 缆 / 铜 缆 混 合 系 统 。	F T T C 结 构 的 特 性 依 次 为 ： F T T C 结 构 主 要 适 用 于 点 到 点 或 点 到 多 点 的 树 型 分 支 拓 扑 ， 多 为 居 民 住 宅 用 户 和 小 型 企 事 业 用 户 使 用 ， 是 一 种 光 缆 / 铜 缆 混 合 系 统 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F T T C 结 构 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F T T C 结 构 的 特 性 依 次 为 ： F T T C 结 构 主 要 适 用 于 点 到 点 或 点 到 多 点 的 树 型 分 支 拓 扑 ， 多 为 居 民 住 宅 用 户 和 小 型 企 事 业 用 户 使 用 ， 是 一 种 光 缆 / 铜 缆 混 合 系 统 。	分 别 是 ： F T T C 结 构 主 要 适 用 于 点 到 点 或 点 到 多 点 的 星 型 分 支 拓 扑 ， 适 于 高 密 度 用 户 区 ， 是 一 种 全 光 纤 连 接 网 络 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F T T B 结 构 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F T T B 结 构 的 特 性 依 次 为 ： F T T B 是 一 种 点 到 多 点 结 构 ， 光 纤 敷 设 到 楼 ， 因 而 更 适 于 高 密 度 用 户 区 。	F T T B 结 构 的 特 性 依 次 为 ： F T T B 是 一 种 点 到 多 点 结 构 ， 光 纤 敷 设 到 楼 ， 因 而 更 适 于 高 密 度 用 户 区 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F T T B 结 构 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F T T B 结 构 的 特 性 依 次 为 ： F T T B 是 一 种 点 到 多 点 结 构 ， 光 纤 敷 设 到 楼 ， 因 而 更 适 于 高 密 度 用 户 区 。	分 别 是 ： F T T B 是 一 种 点 到 点 结 构 ， 光 纤 敷 设 到 户 ， 因 而 更 适 于 居 民 住 宅 用 户 和 小 型 企 事 业 用 户 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F T T H 结 构 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F T T H 结 构 的 特 性 依 次 为 ： F T T H 是 一 种 全 光 纤 连 接 网 络 ， 从 本 地 交 换 机 一 直 到 用 户 全 部 为 光 连 接 ， 中 间 没 有 任 何 铜 缆 ， 也 没 有 有 源 电 子 设 备 ， 是 真 正 全 透 明 网 络 。	F T T H 结 构 的 特 性 依 次 为 ： F T T H 是 一 种 全 光 纤 连 接 网 络 ， 从 本 地 交 换 机 一 直 到 用 户 全 部 为 光 连 接 ， 中 间 没 有 任 何 铜 缆 ， 也 没 有 有 源 电 子 设 备 ， 是 真 正 全 透 明 网 络 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 F T T H 结 构 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， F T T H 结 构 的 特 性 依 次 为 ： F T T H 是 一 种 全 光 纤 连 接 网 络 ， 从 本 地 交 换 机 一 直 到 用 户 全 部 为 光 连 接 ， 中 间 没 有 任 何 铜 缆 ， 也 没 有 有 源 电 子 设 备 ， 是 真 正 全 透 明 网 络 。	分 别 是 ： F T T H 是 一 种 点 到 点 结 构 ， 从 局 端 设 备 一 直 到 用 户 分 配 单 元 全 部 为 光 连 接 ， 中 间 没 有 任 何 电 缆 ， 也 没 有 无 源 电 子 设 备 ， 是 真 正 全 公 开 网 络 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 接 入 技 术 的 具 体 内 容 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 接 入 技 术 的 具 体 内 容 依 次 为 ： 采 用 模 拟 频 分 复 用 技 术 ， 综 合 应 用 模 拟 和 数 字 传 输 技 术 、 射 频 技 术 、 计 算 机 技 术 所 产 生 的 一 种 宽 带 接 入 网 技 术 。	H F C 接 入 技 术 的 具 体 内 容 依 次 为 ： 采 用 模 拟 频 分 复 用 技 术 ， 综 合 应 用 模 拟 和 数 字 传 输 技 术 、 射 频 技 术 、 计 算 机 技 术 所 产 生 的 一 种 宽 带 接 入 网 技 术 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 接 入 技 术 的 具 体 内 容 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 接 入 技 术 的 具 体 内 容 依 次 为 ： 采 用 模 拟 频 分 复 用 技 术 ， 综 合 应 用 模 拟 和 数 字 传 输 技 术 、 射 频 技 术 、 计 算 机 技 术 所 产 生 的 一 种 宽 带 接 入 网 技 术 。	分 别 是 ： 采 用 模 拟 码 分 复 用 技 术 ， 综 合 应 用 射 频 技 术 、 计 算 机 技 术 、 模 拟 和 数 字 传 输 技 术 所 产 生 的 一 种 宽 带 接 入 网 技 术 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 的 特 性 依 次 为 ： H F C 的 基 础 是 有 线 电 视 网 ， 传 输 网 络 使 用 的 传 输 介 质 是 光 纤 和 同 轴 电 缆 ， 拓 扑 结 构 是 树 型 ， 技 术 基 础 是 模 拟 频 分 复 用 。	H F C 的 特 性 依 次 为 ： H F C 的 基 础 是 有 线 电 视 网 ， 传 输 网 络 使 用 的 传 输 介 质 是 光 纤 和 同 轴 电 缆 ， 拓 扑 结 构 是 树 型 ， 技 术 基 础 是 模 拟 频 分 复 用 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 的 特 性 依 次 为 ： H F C 的 基 础 是 有 线 电 视 网 ， 传 输 网 络 使 用 的 传 输 介 质 是 光 纤 和 同 轴 电 缆 ， 拓 扑 结 构 是 树 型 ， 技 术 基 础 是 模 拟 频 分 复 用 。	分 别 是 ： H F C 的 基 础 是 无 线 电 视 网 ， 传 输 网 络 使 用 的 传 输 介 质 是 微 波 和 无 线 卫 星 ， 拓 扑 结 构 是 星 型 ， 技 术 基 础 是 模 拟 码 分 复 用 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 的 技 术 分 类 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 的 技 术 分 类 依 次 为 ： H F C 在 连 接 上 采 用 电 缆 调 制 解 调 器 技 术 ， 从 技 术 上 可 分 为 动 态 分 配 带 宽 速 率 、 固 定 带 宽 速 率 两 类 ， 从 传 输 方 式 上 可 分 为 对 称 型 、 非 对 称 型 两 种 。	H F C 的 技 术 分 类 依 次 为 ： H F C 在 连 接 上 采 用 电 缆 调 制 解 调 器 技 术 ， 从 技 术 上 可 分 为 动 态 分 配 带 宽 速 率 、 固 定 带 宽 速 率 两 类 ， 从 传 输 方 式 上 可 分 为 对 称 型 、 非 对 称 型 两 种 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 的 技 术 分 类 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 的 技 术 分 类 依 次 为 ： H F C 在 连 接 上 采 用 电 缆 调 制 解 调 器 技 术 ， 从 技 术 上 可 分 为 动 态 分 配 带 宽 速 率 、 固 定 带 宽 速 率 两 类 ， 从 传 输 方 式 上 可 分 为 对 称 型 、 非 对 称 型 两 种 。	分 别 是 ： H F C 在 连 接 上 采 用 光 缆 调 制 解 调 器 技 术 ， 从 技 术 上 可 分 为 对 称 型 、 非 对 称 型 两 种 ， 从 传 输 方 式 上 可 分 为 动 态 分 配 带 宽 速 率 、 固 定 带 宽 速 率 两 类 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 对 称 型 传 输 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 对 称 型 传 输 的 特 性 依 次 为 ： 对 称 型 传 输 是 指 上 / 下 行 信 号 各 占 用 一 个 普 通 频 道 8 M 带 宽 ， 上 / 下 行 信 号 可 能 采 用 不 同 的 调 制 方 法 ， 传 输 速 率 相 同 。	对 称 型 传 输 的 特 性 依 次 为 ： 对 称 型 传 输 是 指 上 / 下 行 信 号 各 占 用 一 个 普 通 频 道 8 M 带 宽 ， 上 / 下 行 信 号 可 能 采 用 不 同 的 调 制 方 法 ， 传 输 速 率 相 同 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 对 称 型 传 输 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 对 称 型 传 输 的 特 性 依 次 为 ： 对 称 型 传 输 是 指 上 / 下 行 信 号 各 占 用 一 个 普 通 频 道 8 M 带 宽 ， 上 / 下 行 信 号 可 能 采 用 不 同 的 调 制 方 法 ， 传 输 速 率 相 同 。	分 别 是 ： 对 称 型 传 输 是 指 上 / 下 行 信 号 各 占 用 一 个 普 通 频 道 5 M 带 宽 ， 上 / 下 行 信 号 采 用 相 同 的 调 制 方 法 ， 传 输 速 率 不 同 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 非 对 称 型 传 输 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 非 对 称 型 传 输 的 特 性 依 次 为 ： 下 行 速 率 要 大 于 上 行 速 率 ， 上 行 速 率 一 般 在 2 0 0 K b p s 到 2 M b p s 之 间 ， 信 道 一 般 采 用 Q P S K 调 制 方 式 ； 下 行 速 率 一 般 在 3 M b p s 到 1 0 M b p s 之 间 ， 信 道 采 用 Q A M 调 制 方 式 。	非 对 称 型 传 输 的 特 性 依 次 为 ： 下 行 速 率 要 大 于 上 行 速 率 ， 上 行 速 率 一 般 在 2 0 0 K b p s 到 2 M b p s 之 间 ， 信 道 一 般 采 用 Q P S K 调 制 方 式 ； 下 行 速 率 一 般 在 3 M b p s 到 1 0 M b p s 之 间 ， 信 道 采 用 Q A M 调 制 方 式 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 非 对 称 型 传 输 的 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 非 对 称 型 传 输 的 特 性 依 次 为 ： 下 行 速 率 要 大 于 上 行 速 率 ， 上 行 速 率 一 般 在 2 0 0 K b p s 到 2 M b p s 之 间 ， 信 道 一 般 采 用 Q P S K 调 制 方 式 ； 下 行 速 率 一 般 在 3 M b p s 到 1 0 M b p s 之 间 ， 信 道 采 用 Q A M 调 制 方 式 。	分 别 是 ： 下 行 速 率 要 小 于 上 行 速 率 ， 上 行 速 率 一 般 在 3 M b p s 到 1 0 M b p s 之 间 ， 信 道 一 般 采 用 Q A M 调 制 方 式 ； 下 行 速 率 一 般 在 2 0 0 K b p s 到 2 M b p s 之 间 ， 信 道 采 用 Q P S K 调 制 方 式 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 的 基 本 结 构 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 的 基 本 结 构 依 次 为 ： H F C 的 基 本 结 构 是 采 用 光 缆 作 为 C A T V 的 干 线 传 输 网 络 ， 以 有 线 电 视 台 前 端 为 中 心 ， 呈 星 型 或 环 型 分 布 ， 一 直 延 伸 到 城 市 的 市 内 居 民 和 办 公 小 区 及 郊 区 的 县 乡 村 ， 形 成 许 多 光 节 点 。	H F C 的 基 本 结 构 依 次 为 ： H F C 的 基 本 结 构 是 采 用 光 缆 作 为 C A T V 的 干 线 传 输 网 络 ， 以 有 线 电 视 台 前 端 为 中 心 ， 呈 星 型 或 环 型 分 布 ， 一 直 延 伸 到 城 市 的 市 内 居 民 和 办 公 小 区 及 郊 区 的 县 乡 村 ， 形 成 许 多 光 节 点 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 的 基 本 结 构 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 的 基 本 结 构 依 次 为 ： H F C 的 基 本 结 构 是 采 用 光 缆 作 为 C A T V 的 干 线 传 输 网 络 ， 以 有 线 电 视 台 前 端 为 中 心 ， 呈 星 型 或 环 型 分 布 ， 一 直 延 伸 到 城 市 的 市 内 居 民 和 办 公 小 区 及 郊 区 的 县 乡 村 ， 形 成 许 多 光 节 点 。	分 别 是 ： H F C 的 基 本 结 构 是 采 用 电 缆 作 为 C A T V 的 主 线 传 输 网 络 ， 以 无 线 电 视 台 后 端 为 中 心 ， 呈 树 型 或 圆 型 分 布 ， 一 直 延 伸 到 城 市 的 居 民 住 宅 和 小 型 企 事 业 单 位 及 办 公 室 ， 形 成 许 多 光 节 点 。	2.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 的 服 务 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 的 服 务 特 性 依 次 为 ： 通 过 Q P S K 技 术 提 供 上 行 非 广 播 数 据 通 信 业 务 ； 采 用 V S B 技 术 提 供 普 通 广 播 电 视 业 务 ； 采 用 Q A M 技 术 提 供 下 行 数 据 通 信 业 务 。	H F C 的 服 务 特 性 依 次 为 ： 通 过 Q P S K 技 术 提 供 上 行 非 广 播 数 据 通 信 业 务 ； 采 用 V S B 技 术 提 供 普 通 广 播 电 视 业 务 ； 采 用 Q A M 技 术 提 供 下 行 数 据 通 信 业 务 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 H F C 的 服 务 特 性 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， H F C 的 服 务 特 性 依 次 为 ： 通 过 Q P S K 技 术 提 供 上 行 非 广 播 数 据 通 信 业 务 ； 采 用 V S B 技 术 提 供 普 通 广 播 电 视 业 务 ； 采 用 Q A M 技 术 提 供 下 行 数 据 通 信 业 务 。	分 别 是 ： 通 过 Q P S K 技 术 提 供 普 通 广 播 电 视 业 务 ； 采 用 V S B 技 术 提 供 下 行 数 据 通 信 业 务 ； 采 用 Q A M 技 术 提 供 上 行 非 广 播 数 据 通 信 业 务 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 电 缆 调 制 解 调 器 的 原 理 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 电 缆 调 制 解 调 器 的 原 理 依 次 为 ： 电 缆 调 制 解 调 器 又 称 线 缆 调 制 解 调 器 ， 它 是 H F C 用 户 进 行 数 据 接 入 的 装 置 ， 将 数 据 终 端 设 备 连 接 到 有 线 电 视 网 ， 以 使 用 户 能 进 行 数 据 通 信 ， 访 问 因 特 网 等 信 息 资 源 。	电 缆 调 制 解 调 器 的 原 理 依 次 为 ： 电 缆 调 制 解 调 器 又 称 线 缆 调 制 解 调 器 ， 它 是 H F C 用 户 进 行 数 据 接 入 的 装 置 ， 将 数 据 终 端 设 备 连 接 到 有 线 电 视 网 ， 以 使 用 户 能 进 行 数 据 通 信 ， 访 问 因 特 网 等 信 息 资 源 。	10.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 电 缆 调 制 解 调 器 的 原 理 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 电 缆 调 制 解 调 器 的 原 理 依 次 为 ： 电 缆 调 制 解 调 器 又 称 线 缆 调 制 解 调 器 ， 它 是 H F C 用 户 进 行 数 据 接 入 的 装 置 ， 将 数 据 终 端 设 备 连 接 到 有 线 电 视 网 ， 以 使 用 户 能 进 行 数 据 通 信 ， 访 问 因 特 网 等 信 息 资 源 。	分 别 是 ： 电 缆 调 制 解 调 器 的 主 要 功 能 是 将 数 字 信 号 调 制 到 射 频 信 号 ， 及 将 射 频 信 号 中 的 数 字 信 息 解 调 出 来 。 电 缆 调 制 解 调 器 一 般 有 两 个 接 口 ， 一 个 用 来 接 室 内 墙 上 的 有 线 电 视 端 口 ， 另 一 个 通 过 以 太 网 接 口 与 计 算 机 相 连 。	0.0
请 按 重 要 程 度 由 高 至 低 的 顺 序 依 次 写 出 电 缆 调 制 解 调 器 的 具 体 内 容 。	按 重 要 程 度 由 高 至 低 的 顺 序 ， 电 缆 调 制 解 调 器 的 具 体 内 容 依 次 为 ： 电 缆 调 制 解 调 器 的 主 要 功 能 是 将 数 字 信 号 调 制 到 射 频 信 号 ， 及 将 射 频 信 号 中 的 数 字 信 息 解 调 出 来 。 电 缆 调 制 解 调 器 一 般 有 两 个 接 口 ， 一 个 用 来 接 室 内 墙 上 的 有 线 电 视 端 口 ， 另 一 个 通 过 以 太 网 接 口 与 计 算 机 相 连 。	电 缆 调 制 解 调 器 的 具 体 内 容 依 次 为 ： 电 缆 调 制 解 调 器 的 主 要 功 能 是 将 数 字 信 号 调 制 到 射 频 信 号 ， 及 将 射 频 信 号 中 的 数 字 信 息 解 调 出 来 。 电 缆 调 制 解 调 器 一 般 有 两 个 接 口 ， 一 个 用 来 接 室 内 墙 上 的 有 线 电 视 端 口 ， 另 一 个 通 过 以 太 网 接 口 与 计 算 机 相 连 。	10.0
